Unnamed: 0,Product_Name,Category_Path,Brand_Name,Raw_Description,Price_String
923,UNKNOWN PRODUCT,Wearables > Smartwatches,SoundX,Professional studio monitor wired headphones for audio mixing.,$403.67
924,PROBOOK ULTRA LAPTOP 15-INCH,Accessories > Mouse,   Clicky   ,Professional studio monitor wired headphones for audio mixing.,₹144428.68
925,Ergonomic Wireless Mouse,Accessories > Keyboards,SoundX,,PRICE: $1847.27
926,Ergonomic Wireless Mouse,,LogiTech,Powerful gaming desktop PC with liquid cooling.,$1576.79
927,ProBook Ultra Laptop 15-inch,ELECTRONICS > LAPTOPS,TechCorp,Professional studio monitor wired headphones for audio mixing.,-850.65
928,   Slim Ultrabook 14-inch   ,Electronics > Desktops,SoundX,<p>High performance <b>lightweight</b> laptop for productivity.</p>,$453.43
929,Budget Office Laptop 15,Accessories > Mouse,Acoustics,Mechanical keyboard with tactile RGB switches.,Free
930,portable external ssd 1tb,ELECTRONICS > LAPTOPS,   Apple   ,High performance workstation laptop built for video editing.,PRICE: $1430.02
931,   Air Lite Wireless Earbuds   ,Audio > Headphones,,<p>High performance <b>lightweight</b> laptop for productivity.</p>,"$1,588.95"
932,Mechanical RGB Keyboard,Electronics > Computers > Laptops,   LogiTech   ,Ergonomic wireless optical mouse with quiet clicks.,260
933,mechanical rgb keyboard,Electronics > Laptops,   LogiTech   ,Powerful gaming desktop PC with liquid cooling.,
934,   Over-Ear Noise Canceling Headphones   ,Electronics > Desktops,TechCorp,Ergonomic wireless optical mouse with quiet clicks.,712
935,PROBOOK ULTRA LAPTOP 15-INCH,Tech > Audio > Speakers,TechCorp,Affordable office laptop with long battery efficiency.,1619
936,Mechanical RGB Keyboard,Electronics > Desktops,SoundX,Ultra thin lightweight laptop for everyday office work.,PRICE: $1923.17
937,   USB-C Multiport Hub   ,Tech > Audio > Speakers,Clicky,Premium wireless over-ear headphones with active noise cancellation.,Free
938,   Workstation Laptop Pro 16   ,Electronics > Desktops,,Professional studio monitor wired headphones for audio mixing.,Free
939,   Portable External SSD 1TB   ,Accessories > Mouse,,<p>High performance <b>lightweight</b> laptop for productivity.</p>,₹11632.43
940,   Ergonomic Wireless Mouse   ,Electronics > Computers > Laptops,,Premium wireless over-ear headphones with active noise cancellation.,Free
941,   Smartwatch Series X   ,Electronics > Computers > Laptops,Apple,Smart watch with heart rate monitor and GPS tracking.,Free
942,Smartwatch Series X,Accessories > Keyboards,LogiTech,Ergonomic wireless optical mouse with quiet clicks.,₹61648.61
943,Smartwatch Series X,Tech > Audio > Speakers,SoundX,Professional studio monitor wired headphones for audio mixing.,-1561.48
944,   Ergonomic Wireless Mouse   ,Tech > Audio > Speakers,SoundX,Smart watch with heart rate monitor and GPS tracking.,₹15745.09
945,4k ultra hd monitor 27-inch,ELECTRONICS > LAPTOPS,Clicky,Powerful gaming desktop PC with liquid cooling.,Free
946,   Budget Office Laptop 15   ,Audio > Headphones,Zenith,High performance workstation laptop built for video editing.,
947,Studio Monitor Headphones,Accessories > Mouse,,Premium wireless over-ear headphones with active noise cancellation.,494
948,studio monitor headphones,Accessories > Mouse,Apple,Compact wireless earbuds with deep bass. <br>Waterproof!,$913.55
949,UNKNOWN PRODUCT,Accessories > Mouse,BuildPC,Affordable office laptop with long battery efficiency.,Free
950,Smartwatch Series X,Audio > Wireless > Earbuds,BuildPC,Professional studio monitor wired headphones for audio mixing.,$543.19
951,   Mechanical RGB Keyboard   ,Audio > Wireless > Earbuds,Apple,Powerful gaming desktop PC with liquid cooling.,$1795.25
952,GAMING DESKTOP RTX 4070,Accessories > Mouse,Zenith,Mechanical keyboard with tactile RGB switches.,-1291.83
953,air lite wireless earbuds,ELECTRONICS > LAPTOPS,,Mechanical keyboard with tactile RGB switches.,Free
954,slim ultrabook 14-inch,Accessories > Adapters & Hubs,Zenith,Affordable office laptop with long battery efficiency.,
955,   Mechanical RGB Keyboard   ,Accessories > Adapters & Hubs,   Apple   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,1067
956,slim ultrabook 14-inch,ELECTRONICS > LAPTOPS,   Acoustics   ,Smart watch with heart rate monitor and GPS tracking.,Free
957,PORTABLE EXTERNAL SSD 1TB,Wearables > Smartwatches,Clicky,High performance workstation laptop built for video editing.,
958,Workstation Laptop Pro 16,Audio > Wireless > Earbuds,   Acoustics   ,Professional studio monitor wired headphones for audio mixing.,-1310.81
959,STUDIO MONITOR HEADPHONES,Wearables > Smartwatches,Zenith,<p>High performance <b>lightweight</b> laptop for productivity.</p>,PRICE: $1889.39
960,   USB-C Multiport Hub   ,Electronics > Computers > Laptops,,High performance workstation laptop built for video editing.,320
961,SMARTWATCH SERIES X,Wearables > Smartwatches,Zenith,Affordable office laptop with long battery efficiency.,Free
962,UNKNOWN PRODUCT,Accessories > Adapters & Hubs,TechCorp,Affordable office laptop with long battery efficiency.,-74.05
963,USB-C Multiport Hub,Wearables > Smartwatches,Acoustics,Powerful gaming desktop PC with liquid cooling.,
964,Slim Ultrabook 14-inch,,,Mechanical keyboard with tactile RGB switches.,-244.07
965,usb-c multiport hub,Accessories > Keyboards,,Affordable office laptop with long battery efficiency.,-982.86
966,USB-C MULTIPORT HUB,Audio > Wireless > Earbuds,Apple,High performance workstation laptop built for video editing.,₹14968.79
967,   Over-Ear Noise Canceling Headphones   ,Accessories > Mouse,,High performance workstation laptop built for video editing.,$1771.12
968,   Workstation Laptop Pro 16   ,Audio > Headphones,   SoundX   ,Affordable office laptop with long battery efficiency.,$493.78
969,Ergonomic Wireless Mouse,Electronics > Desktops,,Affordable office laptop with long battery efficiency.,1583
970,   Workstation Laptop Pro 16   ,,Acoustics,Ultra thin lightweight laptop for everyday office work.,-249.73
971,   Slim Ultrabook 14-inch   ,Accessories > Adapters & Hubs,Apple,Smart watch with heart rate monitor and GPS tracking.,Free
972,Slim Ultrabook 14-inch,Electronics > Laptops,SoundX,High performance workstation laptop built for video editing.,$608.90
973,   Budget Office Laptop 15   ,Electronics > Computers > Laptops,   Acoustics   ,Ergonomic wireless optical mouse with quiet clicks.,₹114383.83
974,probook ultra laptop 15-inch,Electronics > Desktops,Clicky,Compact wireless earbuds with deep bass. <br>Waterproof!,
975,Portable External SSD 1TB,Electronics > Desktops,Acoustics,Mechanical keyboard with tactile RGB switches.,
976,   Gaming Desktop RTX 4070   ,Electronics > Laptops,Apple,Ergonomic wireless optical mouse with quiet clicks.,
977,studio monitor headphones,Electronics > Computers > Laptops,   Clicky   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,₹155184.26
978,UNKNOWN PRODUCT,Accessories > Mouse,,Professional studio monitor wired headphones for audio mixing.,751.28 USD
979,   ProBook Ultra Laptop 15-inch   ,Electronics > Desktops,   LogiTech   ,Ergonomic wireless optical mouse with quiet clicks.,-245.63
980,UNKNOWN PRODUCT,Tech > Audio > Speakers,BuildPC,Compact wireless earbuds with deep bass. <br>Waterproof!,-824.70
981,MECHANICAL RGB KEYBOARD,Electronics > Desktops,Clicky,High performance workstation laptop built for video editing.,₹111399.09
982,   Studio Monitor Headphones   ,Accessories > Mouse,Acoustics,<p>High performance <b>lightweight</b> laptop for productivity.</p>,PRICE: $1536.42
983,WORKSTATION LAPTOP PRO 16,Accessories > Adapters & Hubs,,Ergonomic wireless optical mouse with quiet clicks.,₹151893.65
984,Smartwatch Series X,ELECTRONICS > LAPTOPS,BuildPC,Powerful gaming desktop PC with liquid cooling.,"$1,066.01"
985,USB-C MULTIPORT HUB,Tech > Audio > Speakers,Zenith,Smart watch with heart rate monitor and GPS tracking.,Free
986,slim ultrabook 14-inch,ELECTRONICS > LAPTOPS,SoundX,Powerful gaming desktop PC with liquid cooling.,1311
987,bluetooth party speaker,Wearables > Smartwatches,   LogiTech   ,High performance workstation laptop built for video editing.,-1248.71
988,Budget Office Laptop 15,Accessories > Mouse,BuildPC,Ultra thin lightweight laptop for everyday office work.,-434.98
989,Budget Office Laptop 15,Electronics > Laptops,BuildPC,High performance workstation laptop built for video editing.,₹83393.29
990,smartwatch series x,,Clicky,Professional studio monitor wired headphones for audio mixing.,$1401.58
991,OVER-EAR NOISE CANCELING HEADPHONES,Electronics > Laptops,TechCorp,High performance workstation laptop built for video editing.,699
992,Portable External SSD 1TB,Accessories > Keyboards,   Acoustics   ,Premium wireless over-ear headphones with active noise cancellation.,₹109399.81
993,   USB-C Multiport Hub   ,Audio > Wireless > Earbuds,   Clicky   ,Compact wireless earbuds with deep bass. <br>Waterproof!,
994,USB-C MULTIPORT HUB,Electronics > Computers > Laptops,SoundX,Affordable office laptop with long battery efficiency.,₹5860.94
995,Workstation Laptop Pro 16,ELECTRONICS > LAPTOPS,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,-1903.56
996,Bluetooth Party Speaker,Electronics > Desktops,TechCorp,,Free
997,PORTABLE EXTERNAL SSD 1TB,Audio > Wireless > Earbuds,Acoustics,Compact wireless earbuds with deep bass. <br>Waterproof!,435
998,Studio Monitor Headphones,Audio > Headphones,Acoustics,Mechanical keyboard with tactile RGB switches.,-1612.38
999,USB-C Multiport Hub,Tech > Audio > Speakers,Acoustics,<p>High performance <b>lightweight</b> laptop for productivity.</p>,-1636.85
1000,   ProBook Ultra Laptop 15-inch   ,Accessories > Adapters & Hubs,BuildPC,Professional studio monitor wired headphones for audio mixing.,"$1,822.67"
1001,OVER-EAR NOISE CANCELING HEADPHONES,ELECTRONICS > LAPTOPS,Acoustics,Compact wireless earbuds with deep bass. <br>Waterproof!,$621.07
1002,over-ear noise canceling headphones,Accessories > Adapters & Hubs,   Zenith   ,Mechanical keyboard with tactile RGB switches.,"$1,387.22"
1003,Smartwatch Series X,Accessories > Keyboards,,High performance workstation laptop built for video editing.,Free
1004,WORKSTATION LAPTOP PRO 16,Electronics > Computers > Laptops,,High performance workstation laptop built for video editing.,-781.90
1005,Air Lite Wireless Earbuds,Tech > Audio > Speakers,Zenith,Premium wireless over-ear headphones with active noise cancellation.,1448.76 USD
1006,   USB-C Multiport Hub   ,Audio > Headphones,Zenith,Mechanical keyboard with tactile RGB switches.,
1007,   Workstation Laptop Pro 16   ,Accessories > Mouse,,Ergonomic wireless optical mouse with quiet clicks.,514.62 USD
1008,probook ultra laptop 15-inch,Tech > Audio > Speakers,   Acoustics   ,Compact wireless earbuds with deep bass. <br>Waterproof!,264.84 USD
1009,Studio Monitor Headphones,Electronics > Laptops,Apple,,PRICE: $590.45
1010,probook ultra laptop 15-inch,Electronics > Desktops,   Acoustics   ,Smart watch with heart rate monitor and GPS tracking.,"$1,202.35"
1011,4K Ultra HD Monitor 27-inch,,SoundX,Ergonomic wireless optical mouse with quiet clicks.,₹3071.05
1012,   Workstation Laptop Pro 16   ,Wearables > Smartwatches,BuildPC,Compact wireless earbuds with deep bass. <br>Waterproof!,₹148754.15
1013,Studio Monitor Headphones,Tech > Audio > Speakers,BuildPC,Professional studio monitor wired headphones for audio mixing.,PRICE: $1630.03
1014,Ergonomic Wireless Mouse,Tech > Audio > Speakers,Apple,Ergonomic wireless optical mouse with quiet clicks.,PRICE: $1820.59
